312	а.х.
172	г.м.
49	д.т.
41	ам.
35	д.т.д.
33	а.н.
21	х.х.
17	ц.с.ч.
17	ө.х.
16	мо.б.
13	у.ө.и.
13	о.т.
11	а.ж.н.
10	т.
10	кит.
9	мян.
9	монг.
9	г.
8	пом.
8	кв.
8	ам.доллар.
7	респ.
7	прав.
6	х.с.
6	общ.
6	об.
6	з.у.
6	дог.
6	б.
5	х.ө.
5	стор.
5	соглаш.
5	согл.
5	ж.нь.
5	а.
4	а.е.
3	тэрбум.ам.
3	т.д.
3	м.х.
3	м.к.
3	г.т.
2	х.м.
2	х.д.
2	хав.дөр.
2	с.ч.
2	мян.км.
2	м.э.
2	ж.н.
2	г.г.
2	б.м.
2	а.ха.
2	а.с.
2	ам.дөр.
1	ц.с.
1	хавт.дөр.
1	улс.байжээ.
1	т.цаг.
1	сам.бөм.
1	ө.и.
1	отк.ном.
1	м.у.
1	м.а.
1	км.кв.
1	кв.км.
1	г.ж.
1	ам.км.
1	ам.долл.
1	ам.дол.
